Time,Open,High,Low,Latest,Change,%Change,Volume
"2025-12-19 03:00",25599,25620,25599,25613,0.25,0.00%,10
"2025-12-19 02:00",25594.25,25615,25591,25612.75,62.75,+0.25%,103
"2025-12-19 01:00",25550,25550,25550,25550,26.5,+0.10%,1
"2025-12-18 22:00",25523.5,25523.5,25523.5,25523.5,-12.5,-0.05%,2
"2025-12-18 21:00",25475,25536,25455.75,25536,65.5,+0.26%,6
"2025-12-18 20:00",25480,25480,25470.5,25470.5,9,+0.04%,2
"2025-12-18 19:00",25449.25,25461.5,25438.75,25461.5,15.5,+0.06%,10
"2025-12-18 17:00",25446,25446,25440,25446,6,+0.02%,4
"2025-12-18 15:00",25440,25440,25440,25440,-55.,-0.22%,1
"2025-12-18 14:00",25498.5,25543,25495,25495,66.75,+0.26%,10
"2025-12-18 13:00",25495,25495,25428.25,25428.25,-136.,-0.53%,13
"2025-12-18 12:00",25600,25610.5,25564.25,25564.25,44.25,+0.17%,7
"2025-12-18 11:00",25543,25543,25403.5,25520,-87.25,-0.34%,21
"2025-12-18 10:00",25595,25617.25,25555.5,25607.25,28.25,+0.11%,8
"2025-12-18 09:00",25503.75,25617,25384.5,25579,77,+0.30%,39
"2025-12-18 08:00",25475,25537.75,25404.75,25502,46.25,+0.18%,12
"2025-12-18 07:00",25328,25473,25328,25455.75,161,+0.64%,18
"2025-12-18 05:00",25294.75,25294.75,25294.75,25294.75,19,+0.08%,2
"2025-12-18 03:00",25266.25,25275.75,25266.25,25275.75,-15.,-0.06%,2
"2025-12-18 02:00",25256,25290.75,25256,25290.75,44.75,+0.18%,2
"2025-12-18 01:00",25232.5,25251.75,25232.5,25246,36,+0.14%,4
"2025-12-18 00:00",25210,25210,25210,25210,85.25,+0.34%,1
"2025-12-17 21:00",25163.75,25163.75,25124.75,25124.75,-76.25,-0.30%,8
"2025-12-17 19:00",25201,25201,25201,25201,27.75,+0.11%,1
"2025-12-17 15:00",25149.75,25210.5,25149.75,25173.25,46.75,+0.19%,16
"2025-12-17 14:00",25171.75,25171.75,25121,25126.5,-17.75,-0.07%,36
"2025-12-17 13:00",25172.75,25184.5,25144.25,25144.25,-15.,-0.06%,12
"2025-12-17 12:00",25277.25,25277.25,25158,25159.25,-79.,-0.31%,20
"2025-12-17 11:00",25262,25300,25207,25238.25,-14.,-0.06%,23
"2025-12-17 10:00",25300.75,25332.25,25214.75,25252.25,-21.25,-0.08%,42
"2025-12-17 09:00",25553,25560,25268.25,25273.5,-276.5,-1.08%,49
"2025-12-17 08:00",25577.25,25590.25,25477,25550,-146.25,-0.57%,62
"2025-12-17 07:00",25661.5,25697,25638.25,25696.25,-23.5,-0.09%,6
"2025-12-17 05:00",25707.5,25719.75,25707.5,25719.75,10.75,+0.04%,2
