dataset,min_rr,fvg_lookback,pm_big_day_range_atr,min_stop_atr,bias_min_score,min_confs,require_fvg_tap,accum_minutes,target_mode,hours,trades,total_R,avg_R,win_rate,is_trades,is_total_R,is_avg_R,is_win_rate,oos_trades,oos_total_R,oos_avg_R,oos_win_rate,split_date
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,15,pdh_pdl,10,58,19.07,0.329,50.0,40,7.09,0.177,45.0,18,11.98,0.665,61.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,15,pdh_pdl,"10,14",67,25.1,0.375,50.7,46,14.06,0.306,47.8,21,11.04,0.526,57.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,15,rr,10,133,11.55,0.087,42.1,79,8.05,0.102,43.0,54,3.5,0.065,40.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,15,rr,"10,14",161,13.81,0.086,42.9,97,11.39,0.117,44.3,64,2.42,0.038,40.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,30,pdh_pdl,10,53,20.46,0.386,54.7,39,11.96,0.307,51.3,14,8.5,0.607,64.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,30,pdh_pdl,"10,14",61,27.45,0.45,55.7,44,19.89,0.452,54.5,17,7.55,0.444,58.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,30,rr,10,120,28.16,0.235,47.5,76,23.73,0.312,50.0,44,4.43,0.101,43.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,30,rr,"10,14",142,31.31,0.221,48.6,88,24.73,0.281,50.0,54,6.59,0.122,46.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,60,pdh_pdl,10,40,15.57,0.389,57.5,30,11.11,0.37,56.7,10,4.46,0.446,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,60,pdh_pdl,"10,14",44,15.64,0.356,56.8,33,11.33,0.343,57.6,11,4.31,0.392,54.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,60,rr,10,90,15.23,0.169,47.8,56,10.72,0.191,48.2,34,4.51,0.133,47.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,1,False,60,rr,"10,14",103,15.12,0.147,47.6,64,9.44,0.147,46.9,39,5.68,0.146,48.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,15,pdh_pdl,10,23,5.03,0.219,47.8,16,1.99,0.124,43.8,7,3.04,0.434,57.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,15,pdh_pdl,"10,14",30,9.5,0.317,46.7,22,6.78,0.308,45.5,8,2.72,0.34,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,15,rr,10,89,4.0,0.045,48.3,52,3.74,0.072,46.2,37,0.26,0.007,51.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,15,rr,"10,14",106,1.76,0.017,47.2,62,1.9,0.031,45.2,44,-0.14,-0.003,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,30,pdh_pdl,10,19,9.23,0.486,63.2,15,6.24,0.416,60.0,4,3.0,0.749,75.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,30,pdh_pdl,"10,14",23,16.83,0.732,65.2,18,14.16,0.786,66.7,5,2.67,0.535,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,30,rr,10,78,16.95,0.217,52.6,50,14.88,0.298,52.0,28,2.08,0.074,53.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,30,rr,"10,14",91,17.49,0.192,52.7,56,14.66,0.262,51.8,35,2.83,0.081,54.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,60,pdh_pdl,10,13,4.62,0.355,46.2,11,3.32,0.302,45.5,2,1.3,0.649,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,60,pdh_pdl,"10,14",14,4.83,0.345,50.0,12,3.53,0.294,50.0,2,1.3,0.649,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,60,rr,10,60,6.25,0.104,43.3,37,7.87,0.213,43.2,23,-1.62,-0.07,43.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,True,60,rr,"10,14",65,4.85,0.075,44.6,40,5.92,0.148,42.5,25,-1.07,-0.043,48.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,15,pdh_pdl,10,44,4.51,0.102,47.7,28,-2.61,-0.093,42.9,16,7.12,0.445,56.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,15,pdh_pdl,"10,14",53,8.64,0.163,47.2,35,2.42,0.069,45.7,18,6.22,0.346,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,15,rr,10,120,-3.94,-0.033,45.8,70,-6.32,-0.09,44.3,50,2.39,0.048,48.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,15,rr,"10,14",146,-6.43,-0.044,45.2,87,-9.2,-0.106,42.5,59,2.77,0.047,49.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,30,pdh_pdl,10,40,6.86,0.171,52.5,27,1.68,0.062,51.9,13,5.17,0.398,53.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,30,pdh_pdl,"10,14",46,14.11,0.307,54.3,31,9.83,0.317,58.1,15,4.28,0.285,46.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,30,rr,10,105,8.45,0.08,48.6,66,5.58,0.085,48.5,39,2.87,0.074,48.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,30,rr,"10,14",124,8.98,0.072,50.0,75,4.31,0.058,48.0,49,4.67,0.095,53.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,60,pdh_pdl,10,30,2.08,0.069,46.7,22,0.08,0.004,50.0,8,2.0,0.25,37.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,60,pdh_pdl,"10,14",33,1.95,0.059,48.5,24,0.52,0.022,54.2,9,1.43,0.159,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,60,rr,10,78,1.95,0.025,43.6,48,-0.11,-0.002,43.8,30,2.06,0.069,43.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,2,False,60,rr,"10,14",86,2.92,0.034,46.5,53,-0.38,-0.007,45.3,33,3.29,0.1,48.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,15,pdh_pdl,10,8,6.59,0.824,62.5,6,5.27,0.879,66.7,2,1.32,0.659,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,15,pdh_pdl,"10,14",11,9.3,0.846,63.6,9,7.98,0.887,66.7,2,1.32,0.659,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,15,rr,10,44,10.31,0.234,52.3,26,8.75,0.337,50.0,18,1.56,0.086,55.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,15,rr,"10,14",53,10.8,0.204,49.1,30,9.57,0.319,50.0,23,1.23,0.053,47.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,30,pdh_pdl,10,7,5.18,0.74,57.1,6,5.27,0.879,66.7,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,30,pdh_pdl,"10,14",9,8.91,0.99,66.7,8,9.0,1.126,75.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,30,rr,10,39,8.13,0.208,48.7,25,7.47,0.299,48.0,14,0.66,0.047,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,30,rr,"10,14",47,9.64,0.205,46.8,28,9.31,0.333,50.0,19,0.33,0.018,42.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,60,pdh_pdl,10,4,4.44,1.109,75.0,4,4.44,1.109,75.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,60,pdh_pdl,"10,14",4,4.44,1.109,75.0,4,4.44,1.109,75.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,60,rr,10,20,6.11,0.306,55.0,14,6.03,0.431,57.1,6,0.08,0.013,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,True,60,rr,"10,14",22,4.78,0.217,50.0,15,4.95,0.33,53.3,7,-0.17,-0.024,42.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,15,pdh_pdl,10,13,4.8,0.37,53.8,9,3.5,0.389,55.6,4,1.31,0.327,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,15,pdh_pdl,"10,14",18,7.09,0.394,55.6,13,6.44,0.495,61.5,5,0.66,0.131,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,15,rr,10,60,5.78,0.096,50.0,36,5.96,0.166,50.0,24,-0.18,-0.007,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,15,rr,"10,14",79,6.55,0.083,49.4,46,6.73,0.146,50.0,33,-0.18,-0.005,48.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,30,pdh_pdl,10,11,5.56,0.505,54.5,8,4.54,0.567,62.5,3,1.02,0.34,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,30,pdh_pdl,"10,14",15,8.86,0.591,60.0,11,8.5,0.772,72.7,4,0.37,0.092,25.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,30,rr,10,50,6.31,0.126,48.0,32,4.63,0.145,46.9,18,1.68,0.093,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,30,rr,"10,14",65,8.05,0.124,49.2,38,6.37,0.168,50.0,27,1.68,0.062,48.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,60,pdh_pdl,10,5,3.42,0.684,60.0,5,3.42,0.684,60.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,60,pdh_pdl,"10,14",7,3.0,0.428,57.1,6,3.65,0.608,66.7,1,-0.65,-0.651,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,60,rr,10,24,3.25,0.135,50.0,17,2.91,0.171,47.1,7,0.34,0.049,57.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,2.0,3,False,60,rr,"10,14",29,1.77,0.061,48.3,20,2.33,0.116,50.0,9,-0.56,-0.062,44.4,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,15,pdh_pdl,10,11,-2.74,-0.249,36.4,9,-2.11,-0.235,33.3,2,-0.63,-0.316,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,15,pdh_pdl,"10,14",13,-3.74,-0.288,38.5,10,-2.08,-0.208,40.0,3,-1.67,-0.555,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,15,rr,10,51,-1.13,-0.022,45.1,29,1.54,0.053,48.3,22,-2.67,-0.122,40.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,15,rr,"10,14",57,-2.54,-0.044,43.9,33,2.26,0.068,48.5,24,-4.79,-0.2,37.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,30,pdh_pdl,10,9,3.46,0.384,66.7,8,3.06,0.382,62.5,1,0.4,0.401,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,30,pdh_pdl,"10,14",10,3.49,0.349,70.0,9,3.09,0.344,66.7,1,0.4,0.401,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,30,rr,10,46,19.75,0.429,60.9,29,17.79,0.613,69.0,17,1.96,0.115,47.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,30,rr,"10,14",50,17.69,0.354,60.0,32,15.62,0.488,65.6,18,2.07,0.115,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,60,pdh_pdl,10,6,1.95,0.325,66.7,5,1.77,0.355,60.0,1,0.18,0.177,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,60,pdh_pdl,"10,14",6,1.95,0.325,66.7,5,1.77,0.355,60.0,1,0.18,0.177,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,60,rr,10,32,8.63,0.27,59.4,19,10.94,0.576,68.4,13,-2.32,-0.178,46.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,True,60,rr,"10,14",35,6.52,0.186,57.1,21,8.73,0.416,61.9,14,-2.21,-0.158,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,15,pdh_pdl,10,21,2.16,0.103,47.6,17,0.05,0.003,47.1,4,2.11,0.526,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,15,pdh_pdl,"10,14",25,2.13,0.085,48.0,19,1.21,0.064,52.6,6,0.93,0.154,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,15,rr,10,64,0.19,0.003,43.8,38,1.43,0.038,47.4,26,-1.24,-0.048,38.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,15,rr,"10,14",78,-0.23,-0.003,44.9,47,3.38,0.072,48.9,31,-3.61,-0.116,38.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,30,pdh_pdl,10,19,5.52,0.29,57.9,15,3.41,0.227,60.0,4,2.11,0.526,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,30,pdh_pdl,"10,14",23,5.49,0.239,56.5,17,4.56,0.268,64.7,6,0.93,0.154,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,30,rr,10,58,22.46,0.387,56.9,37,19.85,0.536,64.9,21,2.61,0.124,42.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,30,rr,"10,14",67,20.43,0.305,56.7,42,17.78,0.423,61.9,25,2.65,0.106,48.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,60,pdh_pdl,10,15,6.8,0.453,60.0,11,4.24,0.385,63.6,4,2.56,0.64,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,60,pdh_pdl,"10,14",17,7.77,0.457,58.8,12,5.35,0.446,66.7,5,2.42,0.483,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,60,rr,10,42,11.94,0.284,52.4,25,12.16,0.486,64.0,17,-0.21,-0.013,35.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,1,False,60,rr,"10,14",49,13.04,0.266,53.1,29,12.52,0.432,62.1,20,0.52,0.026,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,15,pdh_pdl,10,9,-0.58,-0.065,44.4,7,-0.63,-0.09,42.9,2,0.05,0.024,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,15,pdh_pdl,"10,14",10,-0.55,-0.055,50.0,8,-0.6,-0.075,50.0,2,0.05,0.024,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,15,rr,10,45,2.96,0.066,53.3,25,2.59,0.104,48.0,20,0.37,0.019,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,15,rr,"10,14",50,1.22,0.024,52.0,29,1.91,0.066,48.3,21,-0.7,-0.033,57.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,30,pdh_pdl,10,7,2.87,0.41,71.4,6,2.47,0.411,66.7,1,0.4,0.401,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,30,pdh_pdl,"10,14",8,2.9,0.363,75.0,7,2.5,0.357,71.4,1,0.4,0.401,100.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,30,rr,10,40,17.92,0.448,62.5,25,14.01,0.561,60.0,15,3.91,0.261,66.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,30,rr,"10,14",44,15.86,0.361,61.4,28,11.85,0.423,57.1,16,4.02,0.251,68.8,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,60,pdh_pdl,10,4,0.43,0.109,50.0,4,0.43,0.109,50.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,60,pdh_pdl,"10,14",4,0.43,0.109,50.0,4,0.43,0.109,50.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,60,rr,10,27,6.66,0.247,48.1,16,8.29,0.518,50.0,11,-1.63,-0.148,45.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,True,60,rr,"10,14",30,4.61,0.154,46.7,18,6.13,0.34,44.4,12,-1.52,-0.127,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,15,pdh_pdl,10,14,-0.47,-0.034,50.0,10,-1.3,-0.13,50.0,4,0.83,0.208,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,15,pdh_pdl,"10,14",17,-0.78,-0.046,52.9,12,-1.04,-0.087,58.3,5,0.25,0.051,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,15,rr,10,55,-3.16,-0.057,49.1,31,-2.82,-0.091,45.2,24,-0.33,-0.014,54.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,15,rr,"10,14",69,-4.9,-0.071,49.3,40,-3.51,-0.088,45.0,29,-1.39,-0.048,55.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,30,pdh_pdl,10,14,1.62,0.116,57.1,10,0.79,0.079,60.0,4,0.83,0.208,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,30,pdh_pdl,"10,14",17,1.31,0.077,58.8,12,1.06,0.088,66.7,5,0.25,0.051,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,30,rr,10,50,12.5,0.25,56.0,31,9.19,0.296,54.8,19,3.31,0.174,57.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,30,rr,"10,14",59,10.71,0.181,57.6,36,6.23,0.173,52.8,23,4.47,0.195,65.2,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,60,pdh_pdl,10,11,-0.83,-0.075,45.5,8,-1.26,-0.157,50.0,3,0.43,0.143,33.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,60,pdh_pdl,"10,14",13,-1.17,-0.09,46.2,9,-1.03,-0.114,55.6,4,-0.15,-0.037,25.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,60,rr,10,35,4.39,0.126,45.7,20,2.61,0.131,45.0,15,1.78,0.119,46.7,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,2,False,60,rr,"10,14",41,4.7,0.115,48.8,24,2.14,0.089,45.8,17,2.57,0.151,52.9,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,15,pdh_pdl,10,2,-0.1,-0.051,0.0,1,-0.01,-0.005,0.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,15,pdh_pdl,"10,14",3,-0.07,-0.023,33.3,2,0.03,0.014,50.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,15,rr,10,24,7.13,0.297,54.2,13,4.78,0.368,46.2,11,2.35,0.214,63.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,15,rr,"10,14",27,5.84,0.216,51.9,15,3.73,0.249,46.7,12,2.11,0.176,58.3,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,30,pdh_pdl,10,2,-0.1,-0.051,0.0,1,-0.01,-0.005,0.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,30,pdh_pdl,"10,14",3,-0.07,-0.023,33.3,2,0.03,0.014,50.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,30,rr,10,23,6.75,0.293,52.2,14,4.94,0.353,50.0,9,1.81,0.201,55.6,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,30,rr,"10,14",26,5.45,0.21,50.0,16,3.89,0.243,50.0,10,1.56,0.156,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,60,pdh_pdl,10,1,-1.06,-1.058,0.0,1,-1.06,-1.058,0.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,60,pdh_pdl,"10,14",1,-1.06,-1.058,0.0,1,-1.06,-1.058,0.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,60,rr,10,10,2.29,0.229,60.0,6,3.02,0.504,66.7,4,-0.73,-0.184,50.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,True,60,rr,"10,14",12,0.96,0.08,50.0,7,1.94,0.277,57.1,5,-0.98,-0.196,40.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,15,pdh_pdl,10,3,-1.14,-0.382,0.0,2,-1.05,-0.524,0.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,15,pdh_pdl,"10,14",6,-1.53,-0.255,33.3,4,-0.78,-0.196,50.0,2,-0.75,-0.374,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,15,rr,10,30,5.88,0.196,53.3,17,3.87,0.228,47.1,13,2.0,0.154,61.5,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,15,rr,"10,14",42,5.46,0.13,54.8,24,3.37,0.141,50.0,18,2.08,0.116,61.1,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,30,pdh_pdl,10,3,-1.14,-0.382,0.0,2,-1.05,-0.524,0.0,1,-0.1,-0.097,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,30,pdh_pdl,"10,14",6,-1.53,-0.255,33.3,4,-0.78,-0.196,50.0,2,-0.75,-0.374,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,30,rr,10,27,5.88,0.218,51.9,17,3.81,0.224,47.1,10,2.07,0.207,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,30,rr,"10,14",36,5.41,0.15,55.6,21,3.26,0.155,52.4,15,2.15,0.143,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,60,pdh_pdl,10,1,-1.06,-1.058,0.0,1,-1.06,-1.058,0.0,0,0.0,0.0,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,60,pdh_pdl,"10,14",3,-1.48,-0.493,33.3,2,-0.83,-0.413,50.0,1,-0.65,-0.651,0.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,60,rr,10,12,1.5,0.125,58.3,7,1.97,0.282,57.1,5,-0.47,-0.094,60.0,2025-07-26
GLD_5m,2.0,24,0.75,0.25,3.0,3,False,60,rr,"10,14",17,0.03,0.002,52.9,10,1.39,0.139,60.0,7,-1.37,-0.195,42.9,2025-07-26
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,10,73,14.86,0.204,39.7,42,1.94,0.046,38.1,31,12.91,0.417,41.9,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,15,pdh_pdl,"10,14",81,16.75,0.207,40.7,47,5.28,0.112,42.6,34,11.47,0.337,38.2,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,15,rr,10,175,12.02,0.069,40.0,105,3.27,0.031,38.1,70,8.75,0.125,42.9,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,15,rr,"10,14",215,15.94,0.074,42.3,128,6.25,0.049,41.4,87,9.7,0.111,43.7,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,10,56,4.78,0.085,39.3,33,3.57,0.108,39.4,23,1.21,0.053,39.1,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,30,pdh_pdl,"10,14",64,5.34,0.083,39.1,37,6.59,0.178,43.2,27,-1.24,-0.046,33.3,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,30,rr,10,138,-5.76,-0.042,37.7,84,-4.95,-0.059,35.7,54,-0.8,-0.015,40.7,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,30,rr,"10,14",177,2.95,0.017,41.2,107,-0.61,-0.006,40.2,70,3.56,0.051,42.9,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,10,44,6.32,0.144,40.9,26,10.56,0.406,42.3,18,-4.23,-0.235,38.9,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,60,pdh_pdl,"10,14",49,6.34,0.129,40.8,27,10.88,0.403,44.4,22,-4.53,-0.206,36.4,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,60,rr,10,106,-8.1,-0.076,39.6,63,-2.55,-0.04,36.5,43,-5.56,-0.129,44.2,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,True,60,rr,"10,14",124,-10.72,-0.086,39.5,74,-2.7,-0.036,39.2,50,-8.01,-0.16,40.0,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,10,136,43.4,0.319,38.2,79,8.94,0.113,32.9,57,34.46,0.605,45.6,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,15,pdh_pdl,"10,14",152,54.59,0.359,42.1,89,21.57,0.242,39.3,63,33.02,0.524,46.0,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,15,rr,10,266,24.35,0.092,39.1,155,2.83,0.018,36.1,111,21.51,0.194,43.2,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,15,rr,"10,14",312,27.57,0.088,40.7,179,4.02,0.022,37.4,133,23.55,0.177,45.1,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,10,122,39.67,0.325,38.5,70,11.93,0.17,35.7,52,27.74,0.533,42.3,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,30,pdh_pdl,"10,14",134,39.85,0.297,41.0,76,13.55,0.178,39.5,58,26.3,0.453,43.1,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,30,rr,10,226,13.35,0.059,38.1,130,0.25,0.002,34.6,96,13.1,0.136,42.7,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,30,rr,"10,14",274,18.1,0.066,41.2,155,0.79,0.005,37.4,119,17.31,0.145,46.2,2025-07-27
SPY_5m,2.0,24,0.75,0.25,1.0,1,False,60,pdh_pdl,10,104,5.24,0.05,35.6,63,1.12,0.018,34.9,41,4.12,0.1,36.6,2025-07-27
